head	rel	tail	hastscore	hasescore	hasdscore
206	1	100	1.0	1.0	1.0
166	1	971	1.0	1.0	1.0
1094	1	12	1.0	1.0	1.0
328	1	84	1.0	1.0	1.0
229	1	2331	1.0	1.0	1.0
510	1	146	1.0	1.0	1.0
599	1	2112	1.0	1.0	1.0
118	1	203	1.0	1.0	1.0
1015	1	326	1.0	1.0	1.0
135	1	1352	1.0	1.0	1.0
63	1	457	1.0	1.0	1.0
99	1	852	1.0	1.0	1.0
540	1	1040	1.0	1.0	1.0
24	1	1008	1.0	1.0	1.0
789	1	1538	1.0	1.0	1.0
365	1	883	1.0	1.0	1.0
261	1	1767	1.0	1.0	1.0
48	1	228	1.0	1.0	1.0
310	1	416	1.0	1.0	1.0
89	1	1191	1.0	1.0	1.0
510	1	363	1.0	1.0	1.0
929	1	501	1.0	1.0	1.0
131	1	802	1.0	1.0	1.0
48	1	607	1.0	1.0	1.0
156	1	1023	1.0	1.0	1.0
342	1	1635	1.0	1.0	1.0
288	1	926	1.0	1.0	1.0
358	1	916	1.0	1.0	1.0
187	1	64	1.0	1.0	1.0
510	1	35	1.0	1.0	1.0
156	1	826	1.0	1.0	1.0
135	1	289	1.0	1.0	1.0
244	1	925	1.0	1.0	1.0
91	1	607	1.0	1.0	1.0
28	1	453	1.0	1.0	1.0
46	1	2137	1.0	1.0	1.0
63	1	123	1.0	1.0	1.0
839	1	1964	1.0	1.0	1.0
895	1	254	1.0	1.0	1.0
232	1	1785	1.0	1.0	1.0
658	1	413	1.0	1.0	1.0
821	1	1980	1.0	1.0	1.0
137	1	920	1.0	1.0	1.0
609	1	1868	1.0	1.0	1.0
48	1	33	1.0	1.0	1.0
1079	1	639	1.0	1.0	1.0
358	1	2603	1.0	1.0	1.0
320	1	843	1.0	1.0	1.0
977	1	43	1.0	1.0	1.0
688	1	1721	1.0	1.0	1.0
547	1	1943	1.0	1.0	1.0
241	1	1101	1.0	1.0	1.0
73	1	1785	1.0	1.0	1.0
261	1	988	1.0	1.0	1.0
547	1	2588	1.0	1.0	1.0
787	1	1194	1.0	1.0	1.0
152	1	1357	1.0	1.0	1.0
232	1	1412	1.0	1.0	1.0
452	1	3401	1.0	1.0	1.0
651	1	755	1.0	1.0	1.0
342	1	174	1.0	1.0	1.0
789	1	1172	1.0	1.0	1.0
8	1	247	1.0	1.0	1.0
241	1	20	1.0	1.0	1.0
1255	1	2381	1.0	1.0	1.0
18	1	2069	1.0	1.0	1.0
263	1	119	1.0	1.0	1.0
1157	1	505	1.0	1.0	1.0
1157	1	2161	1.0	1.0	1.0
156	1	1854	1.0	1.0	1.0
475	1	1183	1.0	1.0	1.0
315	1	1227	1.0	1.0	1.0
581	1	1893	1.0	1.0	1.0
204	1	650	1.0	1.0	1.0
1675	1	2303	1.0	1.0	1.0
599	1	1221	1.0	1.0	1.0
1675	1	1082	1.0	1.0	1.0
40	1	2150	1.0	1.0	1.0
315	1	883	1.0	1.0	1.0
527	1	346	1.0	1.0	1.0
320	1	873	1.0	1.0	1.0
1045	1	200	1.0	1.0	1.0
219	1	1861	1.0	1.0	1.0
540	1	402	1.0	1.0	1.0
462	1	146	1.0	1.0	1.0
2	1	970	1.0	1.0	1.0
1029	1	416	1.0	1.0	1.0
808	1	1804	1.0	1.0	1.0
99	1	485	1.0	1.0	1.0
431	1	636	1.0	1.0	1.0
56	1	2165	1.0	1.0	1.0
122	1	596	1.0	1.0	1.0
827	1	1133	1.0	1.0	1.0
353	1	1264	1.0	1.0	1.0
909	1	86	1.0	1.0	1.0
232	1	1437	1.0	1.0	1.0
355	1	1596	1.0	1.0	1.0
609	1	1174	1.0	1.0	1.0
1054	1	64	1.0	1.0	1.0
118	1	762	1.0	1.0	1.0
137	1	254	1.0	1.0	1.0
388	1	1593	1.0	1.0	1.0
268	1	351	1.0	1.0	1.0
1097	1	213	1.0	1.0	1.0
99	1	1195	1.0	1.0	1.0
1015	1	105	1.0	1.0	1.0
932	1	647	1.0	1.0	1.0
400	1	2168	1.0	1.0	1.0
378	1	2472	1.0	1.0	1.0
166	1	1332	1.0	1.0	1.0
127	1	1624	1.0	1.0	1.0
427	1	1768	1.0	1.0	1.0
395	1	1147	1.0	1.0	1.0
71	1	1426	1.0	1.0	1.0
42	1	1759	1.0	1.0	1.0
540	1	1757	1.0	1.0	1.0
1153	1	1111	1.0	1.0	1.0
658	1	596	1.0	1.0	1.0
431	1	454	1.0	1.0	1.0
268	1	1776	1.0	1.0	1.0
142	1	816	1.0	1.0	1.0
187	1	1138	1.0	1.0	1.0
665	1	1360	1.0	1.0	1.0
46	1	1095	1.0	1.0	1.0
118	1	1718	1.0	1.0	1.0
718	1	1885	1.0	1.0	1.0
395	1	1100	1.0	1.0	1.0
477	1	2084	1.0	1.0	1.0
1157	1	507	1.0	1.0	1.0
223	1	501	1.0	1.0	1.0
581	1	1105	1.0	1.0	1.0
323	1	1380	1.0	1.0	1.0
24	1	792	1.0	1.0	1.0
477	1	1040	1.0	1.0	1.0
655	1	1127	1.0	1.0	1.0
56	1	988	1.0	1.0	1.0
455	1	1990	1.0	1.0	1.0
1675	1	26	1.0	1.0	1.0
392	1	1432	1.0	1.0	1.0
239	1	332	1.0	1.0	1.0
895	1	659	1.0	1.0	1.0
261	1	582	1.0	1.0	1.0
263	1	608	1.0	1.0	1.0
1045	1	1723	1.0	1.0	1.0
444	1	930	1.0	1.0	1.0
73	1	1112	1.0	1.0	1.0
204	1	2795	1.0	1.0	1.0
261	1	1182	1.0	1.0	1.0
212	1	1312	1.0	1.0	1.0
1029	1	793	1.0	1.0	1.0
48	1	1276	1.0	1.0	1.0
466	1	1631	1.0	1.0	1.0
1054	1	586	1.0	1.0	1.0
540	1	735	1.0	1.0	1.0
115	1	582	1.0	1.0	1.0
135	1	1186	1.0	1.0	1.0
95	1	1759	1.0	1.0	1.0
415	1	2021	1.0	1.0	1.0
140	1	638	1.0	1.0	1.0
131	1	844	1.0	1.0	1.0
334	1	1549	1.0	1.0	1.0
651	1	329	1.0	1.0	1.0
661	1	1105	1.0	1.0	1.0
104	1	854	1.0	1.0	1.0
315	1	2656	1.0	1.0	1.0
150	1	9	1.0	1.0	1.0
261	1	1200	1.0	1.0	1.0
365	1	167	1.0	1.0	1.0
427	1	50	1.0	1.0	1.0
187	1	2341	1.0	1.0	1.0
204	1	1520	1.0	1.0	1.0
525	1	1139	1.0	1.0	1.0
131	1	1422	1.0	1.0	1.0
142	1	371	1.0	1.0	1.0
358	1	1477	1.0	1.0	1.0
97	1	949	1.0	1.0	1.0
909	1	1071	1.0	1.0	1.0
953	1	1081	1.0	1.0	1.0
239	1	2114	1.0	1.0	1.0
827	1	1341	1.0	1.0	1.0
525	1	2203	1.0	1.0	1.0
42	1	1346	1.0	1.0	1.0
431	1	542	1.0	1.0	1.0
383	1	3206	1.0	1.0	1.0
250	1	574	1.0	1.0	1.0
651	1	2196	1.0	1.0	1.0
400	1	213	1.0	1.0	1.0
172	1	251	1.0	1.0	1.0
895	1	290	1.0	1.0	1.0
640	1	1066	1.0	1.0	1.0
462	1	141	1.0	1.0	1.0
665	1	1593	1.0	1.0	1.0
218	1	957	1.0	1.0	1.0
665	1	1842	1.0	1.0	1.0
661	1	404	1.0	1.0	1.0
1079	1	1482	1.0	1.0	1.0
665	1	2129	1.0	1.0	1.0
232	1	1546	1.0	1.0	1.0
374	1	1426	1.0	1.0	1.0
28	1	362	1.0	1.0	1.0
206	1	1534	1.0	1.0	1.0
444	1	143	1.0	1.0	1.0
942	1	945	1.0	1.0	1.0
1097	1	1552	1.0	1.0	1.0
1253	1	1691	1.0	1.0	1.0
75	1	274	1.0	1.0	1.0
466	1	1021	1.0	1.0	1.0
355	1	1340	1.0	1.0	1.0
73	1	1116	1.0	1.0	1.0
895	1	1668	1.0	1.0	1.0
452	1	1004	1.0	1.0	1.0
40	1	800	1.0	1.0	1.0
358	1	771	1.0	1.0	1.0
540	1	453	1.0	1.0	1.0
179	1	3262	1.0	1.0	1.0
558	1	1594	1.0	1.0	1.0
315	1	318	1.0	1.0	1.0
1157	1	226	1.0	1.0	1.0
896	1	1450	1.0	1.0	1.0
909	1	1442	1.0	1.0	1.0
609	1	83	1.0	1.0	1.0
837	1	1194	1.0	1.0	1.0
462	1	2360	1.0	1.0	1.0
533	1	1378	1.0	1.0	1.0
821	1	389	1.0	1.0	1.0
75	1	264	1.0	1.0	1.0
400	1	1953	1.0	1.0	1.0
347	1	752	1.0	1.0	1.0
166	1	1615	1.0	1.0	1.0
197	1	1693	1.0	1.0	1.0
658	1	1581	1.0	1.0	1.0
73	1	1673	1.0	1.0	1.0
115	1	248	1.0	1.0	1.0
626	1	333	1.0	1.0	1.0
239	1	126	1.0	1.0	1.0
28	1	1449	1.0	1.0	1.0
323	1	33	1.0	1.0	1.0
397	1	1753	1.0	1.0	1.0
118	1	660	1.0	1.0	1.0
225	1	1052	1.0	1.0	1.0
56	1	1770	1.0	1.0	1.0
358	1	1051	1.0	1.0	1.0
272	1	1911	1.0	1.0	1.0
394	1	1005	1.0	1.0	1.0
244	1	385	1.0	1.0	1.0
599	1	1220	1.0	1.0	1.0
34	1	1842	1.0	1.0	1.0
651	1	1106	1.0	1.0	1.0
71	1	1680	1.0	1.0	1.0
263	1	228	1.0	1.0	1.0
431	1	242	1.0	1.0	1.0
244	1	129	1.0	1.0	1.0
395	1	2112	1.0	1.0	1.0
896	1	230	1.0	1.0	1.0
218	1	777	1.0	1.0	1.0
731	1	1106	1.0	1.0	1.0
953	1	1445	1.0	1.0	1.0
10	1	247	1.0	1.0	1.0
1094	1	2340	1.0	1.0	1.0
34	1	3609	1.0	1.0	1.0
137	1	2303	1.0	1.0	1.0
18	1	546	1.0	1.0	1.0
109	1	862	1.0	1.0	1.0
378	1	2639	1.0	1.0	1.0
718	1	1115	1.0	1.0	1.0
46	1	1075	1.0	1.0	1.0
42	1	644	1.0	1.0	1.0
383	1	1260	1.0	1.0	1.0
462	1	1339	1.0	1.0	1.0
789	1	1277	1.0	1.0	1.0
609	1	816	1.0	1.0	1.0
415	1	501	1.0	1.0	1.0
58	1	724	1.0	1.0	1.0
374	1	1990	1.0	1.0	1.0
71	1	1617	1.0	1.0	1.0
510	1	762	1.0	1.0	1.0
540	1	47	1.0	1.0	1.0
942	1	2186	1.0	1.0	1.0
73	1	1549	1.0	1.0	1.0
1054	1	753	1.0	1.0	1.0
561	1	593	1.0	1.0	1.0
444	1	2069	1.0	1.0	1.0
268	1	1443	1.0	1.0	1.0
75	1	2300	1.0	1.0	1.0
8	1	1020	1.0	1.0	1.0
977	1	901	1.0	1.0	1.0
540	1	936	1.0	1.0	1.0
821	1	418	1.0	1.0	1.0
547	1	1288	1.0	1.0	1.0
787	1	572	1.0	1.0	1.0
395	1	1804	1.0	1.0	1.0
558	1	752	1.0	1.0	1.0
137	1	792	1.0	1.0	1.0
113	1	4	1.0	1.0	1.0
263	1	1957	1.0	1.0	1.0
558	1	1241	1.0	1.0	1.0
525	1	693	1.0	1.0	1.0
218	1	2534	1.0	1.0	1.0
1153	1	317	1.0	1.0	1.0
932	1	460	1.0	1.0	1.0
166	1	1143	1.0	1.0	1.0
477	1	148	1.0	1.0	1.0
392	1	1586	1.0	1.0	1.0
655	1	2315	1.0	1.0	1.0
8	1	1605	1.0	1.0	1.0
825	1	1727	1.0	1.0	1.0
581	1	246	1.0	1.0	1.0
895	1	29	1.0	1.0	1.0
431	1	128	1.0	1.0	1.0
334	1	3264	1.0	1.0	1.0
733	1	203	1.0	1.0	1.0
204	1	914	1.0	1.0	1.0
48	1	1101	1.0	1.0	1.0
263	1	2203	1.0	1.0	1.0
323	1	435	1.0	1.0	1.0
48	1	893	1.0	1.0	1.0
263	1	907	1.0	1.0	1.0
135	1	1736	1.0	1.0	1.0
651	1	1173	1.0	1.0	1.0
575	1	747	1.0	1.0	1.0
1255	1	1292	1.0	1.0	1.0
895	1	1443	1.0	1.0	1.0
140	1	92	1.0	1.0	1.0
229	1	1271	1.0	1.0	1.0
339	1	1882	1.0	1.0	1.0
212	1	1527	1.0	1.0	1.0
237	1	1763	1.0	1.0	1.0
127	1	1221	1.0	1.0	1.0
276	1	238	1.0	1.0	1.0
272	1	802	1.0	1.0	1.0
378	1	1288	1.0	1.0	1.0
1675	1	648	1.0	1.0	1.0
895	1	1412	1.0	1.0	1.0
89	1	2357	1.0	1.0	1.0
520	1	1794	1.0	1.0	1.0
909	1	1050	1.0	1.0	1.0
1097	1	2519	1.0	1.0	1.0
32	1	2795	1.0	1.0	1.0
527	1	419	1.0	1.0	1.0
400	1	362	1.0	1.0	1.0
272	1	1603	1.0	1.0	1.0
250	1	3052	1.0	1.0	1.0
131	1	729	1.0	1.0	1.0
195	1	1807	1.0	1.0	1.0
71	1	1315	1.0	1.0	1.0
218	1	881	1.0	1.0	1.0
187	1	404	1.0	1.0	1.0
142	1	1794	1.0	1.0	1.0
24	1	684	1.0	1.0	1.0
558	1	889	1.0	1.0	1.0
46	1	57	1.0	1.0	1.0
510	1	1182	1.0	1.0	1.0
697	1	154	1.0	1.0	1.0
977	1	1170	1.0	1.0	1.0
276	1	852	1.0	1.0	1.0
135	1	2112	1.0	1.0	1.0
365	1	1495	1.0	1.0	1.0
315	1	1172	1.0	1.0	1.0
427	1	2168	1.0	1.0	1.0
120	1	546	1.0	1.0	1.0
1253	1	1645	1.0	1.0	1.0
99	1	329	1.0	1.0	1.0
575	1	1339	1.0	1.0	1.0
272	1	889	1.0	1.0	1.0
315	1	1520	1.0	1.0	1.0
558	1	2168	1.0	1.0	1.0
241	1	61	1.0	1.0	1.0
225	1	2276	1.0	1.0	1.0
376	1	1996	1.0	1.0	1.0
932	1	270	1.0	1.0	1.0
525	1	1186	1.0	1.0	1.0
28	1	728	1.0	1.0	1.0
281	1	810	1.0	1.0	1.0
661	1	430	1.0	1.0	1.0
122	1	1212	1.0	1.0	1.0
261	1	954	1.0	1.0	1.0
315	1	1911	1.0	1.0	1.0
187	1	1339	1.0	1.0	1.0
166	1	337	1.0	1.0	1.0
400	1	574	1.0	1.0	1.0
558	1	1347	1.0	1.0	1.0
533	1	735	1.0	1.0	1.0
655	1	2165	1.0	1.0	1.0
1079	1	1417	1.0	1.0	1.0
1094	1	60	1.0	1.0	1.0
127	1	1931	1.0	1.0	1.0
239	1	1721	1.0	1.0	1.0
520	1	936	1.0	1.0	1.0
239	1	5697	1.0	1.0	1.0
281	1	2022	1.0	1.0	1.0
152	1	752	1.0	1.0	1.0
547	1	1691	1.0	1.0	1.0
335	1	792	1.0	1.0	1.0
415	1	1229	1.0	1.0	1.0
212	1	2084	1.0	1.0	1.0
73	1	110	1.0	1.0	1.0
268	1	1038	1.0	1.0	1.0
73	1	3264	1.0	1.0	1.0
378	1	354	1.0	1.0	1.0
353	1	793	1.0	1.0	1.0
525	1	1422	1.0	1.0	1.0
237	1	1147	1.0	1.0	1.0
1094	1	1472	1.0	1.0	1.0
455	1	481	1.0	1.0	1.0
1255	1	550	1.0	1.0	1.0
120	1	1948	1.0	1.0	1.0
581	1	1762	1.0	1.0	1.0
124	1	371	1.0	1.0	1.0
929	1	3	1.0	1.0	1.0
206	1	185	1.0	1.0	1.0
8	1	1341	1.0	1.0	1.0
195	1	600	1.0	1.0	1.0
475	1	110	1.0	1.0	1.0
527	1	949	1.0	1.0	1.0
179	1	1996	1.0	1.0	1.0
8	1	2144	1.0	1.0	1.0
118	1	1547	1.0	1.0	1.0
540	1	50	1.0	1.0	1.0
339	1	1534	1.0	1.0	1.0
89	1	146	1.0	1.0	1.0
665	1	1412	1.0	1.0	1.0
547	1	684	1.0	1.0	1.0
427	1	532	1.0	1.0	1.0
466	1	727	1.0	1.0	1.0
401	1	362	1.0	1.0	1.0
109	1	86	1.0	1.0	1.0
365	1	1419	1.0	1.0	1.0
71	1	1408	1.0	1.0	1.0
127	1	393	1.0	1.0	1.0
187	1	457	1.0	1.0	1.0
353	1	333	1.0	1.0	1.0
1054	1	543	1.0	1.0	1.0
452	1	2005	1.0	1.0	1.0
223	1	1526	1.0	1.0	1.0
276	1	453	1.0	1.0	1.0
281	1	979	1.0	1.0	1.0
142	1	1226	1.0	1.0	1.0
661	1	1763	1.0	1.0	1.0
1079	1	430	1.0	1.0	1.0
655	1	2065	1.0	1.0	1.0
1054	1	101	1.0	1.0	1.0
263	1	1125	1.0	1.0	1.0
733	1	1124	1.0	1.0	1.0
547	1	2639	1.0	1.0	1.0
42	1	683	1.0	1.0	1.0
1255	1	49	1.0	1.0	1.0
115	1	1212	1.0	1.0	1.0
388	1	1341	1.0	1.0	1.0
520	1	2440	1.0	1.0	1.0
789	1	1332	1.0	1.0	1.0
561	1	35	1.0	1.0	1.0
219	1	157	1.0	1.0	1.0
1029	1	2286	1.0	1.0	1.0
18	1	1450	1.0	1.0	1.0
661	1	978	1.0	1.0	1.0
252	1	43	1.0	1.0	1.0
75	1	164	1.0	1.0	1.0
1094	1	769	1.0	1.0	1.0
104	1	881	1.0	1.0	1.0
394	1	2169	1.0	1.0	1.0
63	1	2534	1.0	1.0	1.0
223	1	749	1.0	1.0	1.0
197	1	943	1.0	1.0	1.0
383	1	481	1.0	1.0	1.0
109	1	842	1.0	1.0	1.0
953	1	1038	1.0	1.0	1.0
896	1	363	1.0	1.0	1.0
223	1	2252	1.0	1.0	1.0
825	1	1224	1.0	1.0	1.0
1675	1	3206	1.0	1.0	1.0
477	1	2196	1.0	1.0	1.0
527	1	1040	1.0	1.0	1.0
1029	1	1371	1.0	1.0	1.0
229	1	460	1.0	1.0	1.0
599	1	973	1.0	1.0	1.0
466	1	1288	1.0	1.0	1.0
651	1	949	1.0	1.0	1.0
510	1	869	1.0	1.0	1.0
353	1	593	1.0	1.0	1.0
374	1	332	1.0	1.0	1.0
977	1	138	1.0	1.0	1.0
347	1	530	1.0	1.0	1.0
97	1	1520	1.0	1.0	1.0
95	1	930	1.0	1.0	1.0
395	1	681	1.0	1.0	1.0
257	1	639	1.0	1.0	1.0
237	1	1727	1.0	1.0	1.0
1079	1	403	1.0	1.0	1.0
581	1	2331	1.0	1.0	1.0
227	1	545	1.0	1.0	1.0
510	1	203	1.0	1.0	1.0
95	1	196	1.0	1.0	1.0
909	1	2303	1.0	1.0	1.0
581	1	1607	1.0	1.0	1.0
334	1	719	1.0	1.0	1.0
42	1	1529	1.0	1.0	1.0
688	1	1030	1.0	1.0	1.0
718	1	681	1.0	1.0	1.0
124	1	1288	1.0	1.0	1.0
688	1	457	1.0	1.0	1.0
527	1	541	1.0	1.0	1.0
120	1	458	1.0	1.0	1.0
353	1	3	1.0	1.0	1.0
427	1	862	1.0	1.0	1.0
91	1	1278	1.0	1.0	1.0
320	1	570	1.0	1.0	1.0
415	1	906	1.0	1.0	1.0
837	1	1964	1.0	1.0	1.0
104	1	333	1.0	1.0	1.0
547	1	1136	1.0	1.0	1.0
135	1	214	1.0	1.0	1.0
212	1	1069	1.0	1.0	1.0
187	1	611	1.0	1.0	1.0
239	1	174	1.0	1.0	1.0
2	1	1278	1.0	1.0	1.0
342	1	2314	1.0	1.0	1.0
177	1	915	1.0	1.0	1.0
120	1	251	1.0	1.0	1.0
8	1	650	1.0	1.0	1.0
395	1	944	1.0	1.0	1.0
339	1	2176	1.0	1.0	1.0
462	1	196	1.0	1.0	1.0
212	1	409	1.0	1.0	1.0
540	1	246	1.0	1.0	1.0
455	1	33	1.0	1.0	1.0
288	1	1282	1.0	1.0	1.0
789	1	1133	1.0	1.0	1.0
932	1	1760	1.0	1.0	1.0
328	1	1799	1.0	1.0	1.0
124	1	318	1.0	1.0	1.0
34	1	2196	1.0	1.0	1.0
1079	1	695	1.0	1.0	1.0
179	1	1145	1.0	1.0	1.0
787	1	458	1.0	1.0	1.0
1054	1	761	1.0	1.0	1.0
315	1	488	1.0	1.0	1.0
472	1	213	1.0	1.0	1.0
250	1	648	1.0	1.0	1.0
575	1	260	1.0	1.0	1.0
355	1	3609	1.0	1.0	1.0
135	1	567	1.0	1.0	1.0
527	1	907	1.0	1.0	1.0
1079	1	736	1.0	1.0	1.0
376	1	138	1.0	1.0	1.0
1054	1	5472	1.0	1.0	1.0
661	1	1991	1.0	1.0	1.0
166	1	574	1.0	1.0	1.0
42	1	1267	1.0	1.0	1.0
383	1	880	1.0	1.0	1.0
42	1	1998	1.0	1.0	1.0
527	1	792	1.0	1.0	1.0
637	1	627	1.0	1.0	1.0
637	1	1765	1.0	1.0	1.0
252	1	2340	1.0	1.0	1.0
1094	1	1030	1.0	1.0	1.0
388	1	230	1.0	1.0	1.0
225	1	1393	1.0	1.0	1.0
1157	1	1393	1.0	1.0	1.0
113	1	757	1.0	1.0	1.0
839	1	501	1.0	1.0	1.0
575	1	493	1.0	1.0	1.0
688	1	1155	1.0	1.0	1.0
310	1	1172	1.0	1.0	1.0
932	1	1996	1.0	1.0	1.0
257	1	750	1.0	1.0	1.0
325	1	1315	1.0	1.0	1.0
95	1	1128	1.0	1.0	1.0
510	1	1240	1.0	1.0	1.0
1157	1	1353	1.0	1.0	1.0
118	1	1208	1.0	1.0	1.0
232	1	777	1.0	1.0	1.0
56	1	1616	1.0	1.0	1.0
378	1	294	1.0	1.0	1.0
397	1	1495	1.0	1.0	1.0
427	1	593	1.0	1.0	1.0
462	1	777	1.0	1.0	1.0
109	1	738	1.0	1.0	1.0
1157	1	337	1.0	1.0	1.0
42	1	2307	1.0	1.0	1.0
558	1	1317	1.0	1.0	1.0
131	1	16	1.0	1.0	1.0
152	1	2165	1.0	1.0	1.0
1094	1	188	1.0	1.0	1.0
808	1	1527	1.0	1.0	1.0
342	1	2519	1.0	1.0	1.0
415	1	1442	1.0	1.0	1.0
462	1	1380	1.0	1.0	1.0
1054	1	869	1.0	1.0	1.0
320	1	596	1.0	1.0	1.0
658	1	1285	1.0	1.0	1.0
172	1	336	1.0	1.0	1.0
2	1	1529	1.0	1.0	1.0
718	1	1753	1.0	1.0	1.0
142	1	1013	1.0	1.0	1.0
1015	1	1162	1.0	1.0	1.0
32	1	162	1.0	1.0	1.0
658	1	57	1.0	1.0	1.0
42	1	68	1.0	1.0	1.0
10	1	2114	1.0	1.0	1.0
1675	1	396	1.0	1.0	1.0
18	1	1472	1.0	1.0	1.0
1015	1	294	1.0	1.0	1.0
415	1	1267	1.0	1.0	1.0
97	1	1827	1.0	1.0	1.0
18	1	479	1.0	1.0	1.0
323	1	1251	1.0	1.0	1.0
932	1	35	1.0	1.0	1.0
225	1	1822	1.0	1.0	1.0
462	1	541	1.0	1.0	1.0
452	1	1282	1.0	1.0	1.0
131	1	638	1.0	1.0	1.0
547	1	1105	1.0	1.0	1.0
223	1	1959	1.0	1.0	1.0
510	1	44	1.0	1.0	1.0
325	1	316	1.0	1.0	1.0
821	1	1354	1.0	1.0	1.0
637	1	2000	1.0	1.0	1.0
455	1	1786	1.0	1.0	1.0
358	1	1150	1.0	1.0	1.0
73	1	1949	1.0	1.0	1.0
400	1	2247	1.0	1.0	1.0
197	1	593	1.0	1.0	1.0
156	1	282	1.0	1.0	1.0
276	1	591	1.0	1.0	1.0
661	1	1265	1.0	1.0	1.0
733	1	2112	1.0	1.0	1.0
527	1	349	1.0	1.0	1.0
558	1	1426	1.0	1.0	1.0
252	1	199	1.0	1.0	1.0
232	1	438	1.0	1.0	1.0
67	1	2257	1.0	1.0	1.0
113	1	448	1.0	1.0	1.0
227	1	907	1.0	1.0	1.0
400	1	2112	1.0	1.0	1.0
34	1	402	1.0	1.0	1.0
626	1	1790	1.0	1.0	1.0
896	1	481	1.0	1.0	1.0
28	1	1727	1.0	1.0	1.0
263	1	1173	1.0	1.0	1.0
821	1	81	1.0	1.0	1.0
365	1	652	1.0	1.0	1.0
378	1	2207	1.0	1.0	1.0
109	1	1050	1.0	1.0	1.0
427	1	1526	1.0	1.0	1.0
179	1	123	1.0	1.0	1.0
942	1	1727	1.0	1.0	1.0
120	1	993	1.0	1.0	1.0
395	1	1050	1.0	1.0	1.0
204	1	982	1.0	1.0	1.0
808	1	264	1.0	1.0	1.0
118	1	2139	1.0	1.0	1.0
58	1	936	1.0	1.0	1.0
665	1	532	1.0	1.0	1.0
466	1	1191	1.0	1.0	1.0
383	1	766	1.0	1.0	1.0
358	1	332	1.0	1.0	1.0
272	1	2693	1.0	1.0	1.0
40	1	2693	1.0	1.0	1.0
122	1	1138	1.0	1.0	1.0
394	1	728	1.0	1.0	1.0
540	1	1996	1.0	1.0	1.0
339	1	2165	1.0	1.0	1.0
472	1	251	1.0	1.0	1.0
71	1	2157	1.0	1.0	1.0
195	1	627	1.0	1.0	1.0
177	1	198	1.0	1.0	1.0
252	1	501	1.0	1.0	1.0
104	1	920	1.0	1.0	1.0
599	1	270	1.0	1.0	1.0
315	1	121	1.0	1.0	1.0
172	1	834	1.0	1.0	1.0
365	1	351	1.0	1.0	1.0
527	1	181	1.0	1.0	1.0
75	1	1348	1.0	1.0	1.0
358	1	526	1.0	1.0	1.0
1029	1	1505	1.0	1.0	1.0
397	1	517	1.0	1.0	1.0
42	1	1020	1.0	1.0	1.0
1015	1	1941	1.0	1.0	1.0
218	1	2381	1.0	1.0	1.0
837	1	47	1.0	1.0	1.0
140	1	1517	1.0	1.0	1.0
89	1	1379	1.0	1.0	1.0
10	1	747	1.0	1.0	1.0
325	1	1720	1.0	1.0	1.0
1255	1	1379	1.0	1.0	1.0
640	1	2536	1.0	1.0	1.0
909	1	375	1.0	1.0	1.0
837	1	1260	1.0	1.0	1.0
561	1	74	1.0	1.0	1.0
179	1	1930	1.0	1.0	1.0
718	1	1040	1.0	1.0	1.0
257	1	467	1.0	1.0	1.0
335	1	359	1.0	1.0	1.0
347	1	1030	1.0	1.0	1.0
510	1	1990	1.0	1.0	1.0
127	1	660	1.0	1.0	1.0
229	1	893	1.0	1.0	1.0
32	1	1206	1.0	1.0	1.0
323	1	2005	1.0	1.0	1.0
239	1	915	1.0	1.0	1.0
655	1	1236	1.0	1.0	1.0
42	1	442	1.0	1.0	1.0
124	1	312	1.0	1.0	1.0
599	1	532	1.0	1.0	1.0
540	1	619	1.0	1.0	1.0
142	1	2155	1.0	1.0	1.0
599	1	157	1.0	1.0	1.0
626	1	1194	1.0	1.0	1.0
71	1	901	1.0	1.0	1.0
225	1	1033	1.0	1.0	1.0
172	1	3129	1.0	1.0	1.0
527	1	610	1.0	1.0	1.0
10	1	1581	1.0	1.0	1.0
89	1	1710	1.0	1.0	1.0
953	1	77	1.0	1.0	1.0
376	1	762	1.0	1.0	1.0
325	1	1180	1.0	1.0	1.0
120	1	1922	1.0	1.0	1.0
127	1	1352	1.0	1.0	1.0
99	1	1084	1.0	1.0	1.0
394	1	1763	1.0	1.0	1.0
34	1	1516	1.0	1.0	1.0
56	1	231	1.0	1.0	1.0
261	1	1610	1.0	1.0	1.0
281	1	867	1.0	1.0	1.0
40	1	356	1.0	1.0	1.0
241	1	759	1.0	1.0	1.0
626	1	1750	1.0	1.0	1.0
166	1	1127	1.0	1.0	1.0
374	1	254	1.0	1.0	1.0
388	1	1051	1.0	1.0	1.0
137	1	1306	1.0	1.0	1.0
547	1	555	1.0	1.0	1.0
401	1	440	1.0	1.0	1.0
789	1	2104	1.0	1.0	1.0
789	1	158	1.0	1.0	1.0
1675	1	1432	1.0	1.0	1.0
335	1	1731	1.0	1.0	1.0
140	1	20	1.0	1.0	1.0
718	1	1077	1.0	1.0	1.0
218	1	1475	1.0	1.0	1.0
212	1	2269	1.0	1.0	1.0
932	1	418	1.0	1.0	1.0
355	1	2313	1.0	1.0	1.0
124	1	681	1.0	1.0	1.0
71	1	1505	1.0	1.0	1.0
455	1	1516	1.0	1.0	1.0
953	1	1220	1.0	1.0	1.0
455	1	1706	1.0	1.0	1.0
118	1	2519	1.0	1.0	1.0
