head	rel	tail	hastscore	hasescore	hasdscore
2837	5	2766	1.0	1.0	1.0
947	5	1394	1.0	1.0	1.0
410	5	6273	1.0	1.0	1.0
191	5	161	1.0	1.0	1.0
1961	5	1269	1.0	1.0	1.0
1021	5	5914	1.0	1.0	1.0
264	5	4059	1.0	1.0	1.0
915	5	3060	1.0	1.0	1.0
563	5	1454	1.0	1.0	1.0
493	5	634	1.0	1.0	1.0
574	5	1304	1.0	1.0	1.0
154	5	2598	1.0	1.0	1.0
266	5	4429	1.0	1.0	1.0
1101	5	1284	1.0	1.0	1.0
608	5	190	1.0	1.0	1.0
769	5	519	1.0	1.0	1.0
410	5	2184	1.0	1.0	1.0
1092	5	1469	1.0	1.0	1.0
1884	5	2008	1.0	1.0	1.0
35	5	5640	1.0	1.0	1.0
306	5	1459	1.0	1.0	1.0
517	5	3051	1.0	1.0	1.0
521	5	781	1.0	1.0	1.0
27	5	4896	1.0	1.0	1.0
318	5	5268	1.0	1.0	1.0
1119	5	4001	1.0	1.0	1.0
2858	5	87	1.0	1.0	1.0
1128	5	923	1.0	1.0	1.0
1150	5	1284	1.0	1.0	1.0
1021	5	1284	1.0	1.0	1.0
957	5	2549	1.0	1.0	1.0
1884	5	441	1.0	1.0	1.0
1128	5	4273	1.0	1.0	1.0
286	5	87	1.0	1.0	1.0
1339	5	87	1.0	1.0	1.0
779	5	6035	1.0	1.0	1.0
453	5	1456	1.0	1.0	1.0
153	5	1087	1.0	1.0	1.0
102	5	3522	1.0	1.0	1.0
3013	5	171	1.0	1.0	1.0
1769	5	1002	1.0	1.0	1.0
2692	5	87	1.0	1.0	1.0
3699	5	7947	1.0	1.0	1.0
247	5	2493	1.0	1.0	1.0
1357	5	4153	1.0	1.0	1.0
1092	5	6940	1.0	1.0	1.0
1526	5	3198	1.0	1.0	1.0
154	5	2174	1.0	1.0	1.0
1215	5	1599	1.0	1.0	1.0
1053	5	87	1.0	1.0	1.0
453	5	3449	1.0	1.0	1.0
957	5	2845	1.0	1.0	1.0
624	5	3520	1.0	1.0	1.0
715	5	1774	1.0	1.0	1.0
1434	5	161	1.0	1.0	1.0
574	5	161	1.0	1.0	1.0
106	5	1152	1.0	1.0	1.0
253	5	8397	1.0	1.0	1.0
2150	5	513	1.0	1.0	1.0
906	5	87	1.0	1.0	1.0
1032	5	447	1.0	1.0	1.0
1651	5	2103	1.0	1.0	1.0
1124	5	2320	1.0	1.0	1.0
453	5	1391	1.0	1.0	1.0
624	5	5596	1.0	1.0	1.0
3440	5	87	1.0	1.0	1.0
360	5	5514	1.0	1.0	1.0
148	5	1454	1.0	1.0	1.0
779	5	813	1.0	1.0	1.0
1334	5	1459	1.0	1.0	1.0
2639	5	87	1.0	1.0	1.0
1471	5	634	1.0	1.0	1.0
291	5	5726	1.0	1.0	1.0
1325	5	4985	1.0	1.0	1.0
576	5	2358	1.0	1.0	1.0
1496	5	992	1.0	1.0	1.0
476	5	1289	1.0	1.0	1.0
1218	5	2602	1.0	1.0	1.0
1979	5	3684	1.0	1.0	1.0
1370	5	87	1.0	1.0	1.0
102	5	2509	1.0	1.0	1.0
454	5	1391	1.0	1.0	1.0
158	5	2442	1.0	1.0	1.0
779	5	194	1.0	1.0	1.0
1328	5	3077	1.0	1.0	1.0
297	5	3125	1.0	1.0	1.0
464	5	2075	1.0	1.0	1.0
1066	5	5596	1.0	1.0	1.0
476	5	161	1.0	1.0	1.0
957	5	1929	1.0	1.0	1.0
603	5	284	1.0	1.0	1.0
700	5	4843	1.0	1.0	1.0
458	5	2686	1.0	1.0	1.0
1941	5	2232	1.0	1.0	1.0
162	5	190	1.0	1.0	1.0
2041	5	345	1.0	1.0	1.0
555	5	2647	1.0	1.0	1.0
2984	5	447	1.0	1.0	1.0
1362	5	2292	1.0	1.0	1.0
360	5	3574	1.0	1.0	1.0
454	5	3380	1.0	1.0	1.0
898	5	3783	1.0	1.0	1.0
979	5	1625	1.0	1.0	1.0
1180	5	634	1.0	1.0	1.0
1270	5	833	1.0	1.0	1.0
814	5	8119	1.0	1.0	1.0
1748	5	6881	1.0	1.0	1.0
470	5	3359	1.0	1.0	1.0
918	5	70	1.0	1.0	1.0
1124	5	190	1.0	1.0	1.0
591	5	1373	1.0	1.0	1.0
226	5	2326	1.0	1.0	1.0
360	5	577	1.0	1.0	1.0
233	5	2399	1.0	1.0	1.0
893	5	4985	1.0	1.0	1.0
805	5	284	1.0	1.0	1.0
2359	5	781	1.0	1.0	1.0
526	5	194	1.0	1.0	1.0
964	5	4771	1.0	1.0	1.0
308	5	2356	1.0	1.0	1.0
6	5	2642	1.0	1.0	1.0
859	5	2234	1.0	1.0	1.0
947	5	422	1.0	1.0	1.0
1218	5	6216	1.0	1.0	1.0
1208	5	5300	1.0	1.0	1.0
2729	5	1152	1.0	1.0	1.0
702	5	5399	1.0	1.0	1.0
1763	5	7447	1.0	1.0	1.0
1100	5	1294	1.0	1.0	1.0
72	5	87	1.0	1.0	1.0
1174	5	671	1.0	1.0	1.0
116	5	5239	1.0	1.0	1.0
180	5	1485	1.0	1.0	1.0
1450	5	968	1.0	1.0	1.0
652	5	447	1.0	1.0	1.0
994	5	1469	1.0	1.0	1.0
486	5	39	1.0	1.0	1.0
1191	5	87	1.0	1.0	1.0
1174	5	1014	1.0	1.0	1.0
899	5	8290	1.0	1.0	1.0
1077	5	87	1.0	1.0	1.0
246	5	5512	1.0	1.0	1.0
593	5	3600	1.0	1.0	1.0
103	5	1152	1.0	1.0	1.0
757	5	4238	1.0	1.0	1.0
233	5	39	1.0	1.0	1.0
133	5	2464	1.0	1.0	1.0
553	5	5498	1.0	1.0	1.0
987	5	4490	1.0	1.0	1.0
27	5	1719	1.0	1.0	1.0
1884	5	797	1.0	1.0	1.0
1496	5	3847	1.0	1.0	1.0
805	5	3018	1.0	1.0	1.0
1496	5	4748	1.0	1.0	1.0
1128	5	4101	1.0	1.0	1.0
1506	5	6293	1.0	1.0	1.0
247	5	161	1.0	1.0	1.0
1383	5	1384	1.0	1.0	1.0
1725	5	2881	1.0	1.0	1.0
84	5	2892	1.0	1.0	1.0
264	5	87	1.0	1.0	1.0
755	5	171	1.0	1.0	1.0
360	5	2582	1.0	1.0	1.0
517	5	7626	1.0	1.0	1.0
1364	5	4425	1.0	1.0	1.0
154	5	222	1.0	1.0	1.0
543	5	1425	1.0	1.0	1.0
82	5	2103	1.0	1.0	1.0
635	5	1028	1.0	1.0	1.0
2741	5	87	1.0	1.0	1.0
2858	5	2026	1.0	1.0	1.0
1345	5	1076	1.0	1.0	1.0
1417	5	5314	1.0	1.0	1.0
576	5	2664	1.0	1.0	1.0
1066	5	87	1.0	1.0	1.0
528	5	3004	1.0	1.0	1.0
1884	5	513	1.0	1.0	1.0
260	5	5405	1.0	1.0	1.0
2175	5	923	1.0	1.0	1.0
2186	5	87	1.0	1.0	1.0
1241	5	345	1.0	1.0	1.0
619	5	161	1.0	1.0	1.0
1224	5	2118	1.0	1.0	1.0
265	5	3051	1.0	1.0	1.0
1335	5	2510	1.0	1.0	1.0
603	5	87	1.0	1.0	1.0
485	5	87	1.0	1.0	1.0
35	5	171	1.0	1.0	1.0
2129	5	1384	1.0	1.0	1.0
805	5	1324	1.0	1.0	1.0
1893	5	6921	1.0	1.0	1.0
916	5	87	1.0	1.0	1.0
2729	5	623	1.0	1.0	1.0
324	5	345	1.0	1.0	1.0
253	5	1373	1.0	1.0	1.0
970	5	3781	1.0	1.0	1.0
2335	5	87	1.0	1.0	1.0
553	5	1830	1.0	1.0	1.0
2359	5	1369	1.0	1.0	1.0
110	5	1485	1.0	1.0	1.0
829	5	2234	1.0	1.0	1.0
1409	5	8736	1.0	1.0	1.0
442	5	4179	1.0	1.0	1.0
1077	5	1132	1.0	1.0	1.0
245	5	6939	1.0	1.0	1.0
549	5	2267	1.0	1.0	1.0
2031	5	2481	1.0	1.0	1.0
986	5	5127	1.0	1.0	1.0
720	5	2204	1.0	1.0	1.0
470	5	1774	1.0	1.0	1.0
1818	5	447	1.0	1.0	1.0
416	5	2232	1.0	1.0	1.0
2175	5	447	1.0	1.0	1.0
245	5	3532	1.0	1.0	1.0
1893	5	2505	1.0	1.0	1.0
454	5	447	1.0	1.0	1.0
1058	5	5497	1.0	1.0	1.0
805	5	4114	1.0	1.0	1.0
116	5	171	1.0	1.0	1.0
0	5	2118	1.0	1.0	1.0
1953	5	87	1.0	1.0	1.0
1001	5	1391	1.0	1.0	1.0
458	5	345	1.0	1.0	1.0
1218	5	1076	1.0	1.0	1.0
233	5	3510	1.0	1.0	1.0
587	5	872	1.0	1.0	1.0
207	5	7267	1.0	1.0	1.0
695	5	3299	1.0	1.0	1.0
639	5	87	1.0	1.0	1.0
863	5	2422	1.0	1.0	1.0
445	5	5481	1.0	1.0	1.0
729	5	87	1.0	1.0	1.0
899	5	629	1.0	1.0	1.0
1108	5	194	1.0	1.0	1.0
413	5	1289	1.0	1.0	1.0
2376	5	985	1.0	1.0	1.0
2041	5	3140	1.0	1.0	1.0
890	5	87	1.0	1.0	1.0
1550	5	976	1.0	1.0	1.0
102	5	2237	1.0	1.0	1.0
106	5	284	1.0	1.0	1.0
0	5	3244	1.0	1.0	1.0
291	5	190	1.0	1.0	1.0
349	5	5672	1.0	1.0	1.0
715	5	985	1.0	1.0	1.0
1749	5	2598	1.0	1.0	1.0
1328	5	3670	1.0	1.0	1.0
1211	5	87	1.0	1.0	1.0
1776	5	2427	1.0	1.0	1.0
1749	5	422	1.0	1.0	1.0
3119	5	194	1.0	1.0	1.0
1362	5	560	1.0	1.0	1.0
435	5	1469	1.0	1.0	1.0
537	5	1456	1.0	1.0	1.0
264	5	2686	1.0	1.0	1.0
1355	5	345	1.0	1.0	1.0
1242	5	284	1.0	1.0	1.0
816	5	190	1.0	1.0	1.0
470	5	8250	1.0	1.0	1.0
973	5	2710	1.0	1.0	1.0
1218	5	1812	1.0	1.0	1.0
586	5	5602	1.0	1.0	1.0
1218	5	2615	1.0	1.0	1.0
1417	5	284	1.0	1.0	1.0
1492	5	2509	1.0	1.0	1.0
2907	5	39	1.0	1.0	1.0
1174	5	70	1.0	1.0	1.0
1979	5	2789	1.0	1.0	1.0
1058	5	87	1.0	1.0	1.0
973	5	4916	1.0	1.0	1.0
464	5	426	1.0	1.0	1.0
27	5	171	1.0	1.0	1.0
814	5	3588	1.0	1.0	1.0
2360	5	1513	1.0	1.0	1.0
22	5	3544	1.0	1.0	1.0
1128	5	2320	1.0	1.0	1.0
258	5	5666	1.0	1.0	1.0
337	5	5559	1.0	1.0	1.0
3211	5	1132	1.0	1.0	1.0
964	5	577	1.0	1.0	1.0
2729	5	1007	1.0	1.0	1.0
2069	5	4575	1.0	1.0	1.0
1092	5	4366	1.0	1.0	1.0
1884	5	284	1.0	1.0	1.0
957	5	2204	1.0	1.0	1.0
1848	5	4484	1.0	1.0	1.0
1725	5	1485	1.0	1.0	1.0
660	5	3987	1.0	1.0	1.0
863	5	1391	1.0	1.0	1.0
1215	5	345	1.0	1.0	1.0
1691	5	1152	1.0	1.0	1.0
2782	5	4629	1.0	1.0	1.0
1762	5	1294	1.0	1.0	1.0
102	5	171	1.0	1.0	1.0
14	5	5884	1.0	1.0	1.0
106	5	2574	1.0	1.0	1.0
2656	5	3824	1.0	1.0	1.0
1492	5	171	1.0	1.0	1.0
1690	5	2892	1.0	1.0	1.0
1174	5	3969	1.0	1.0	1.0
1018	5	345	1.0	1.0	1.0
1943	5	87	1.0	1.0	1.0
326	5	222	1.0	1.0	1.0
419	5	2292	1.0	1.0	1.0
1064	5	992	1.0	1.0	1.0
918	5	222	1.0	1.0	1.0
1328	5	2237	1.0	1.0	1.0
1840	5	2543	1.0	1.0	1.0
2196	5	222	1.0	1.0	1.0
265	5	194	1.0	1.0	1.0
1218	5	1920	1.0	1.0	1.0
1084	5	7530	1.0	1.0	1.0
1075	5	87	1.0	1.0	1.0
601	5	3522	1.0	1.0	1.0
587	5	712	1.0	1.0	1.0
454	5	646	1.0	1.0	1.0
1493	5	3336	1.0	1.0	1.0
245	5	1076	1.0	1.0	1.0
1631	5	3135	1.0	1.0	1.0
700	5	5935	1.0	1.0	1.0
816	5	8028	1.0	1.0	1.0
340	5	5398	1.0	1.0	1.0
432	5	1121	1.0	1.0	1.0
601	5	1774	1.0	1.0	1.0
610	5	2647	1.0	1.0	1.0
1911	5	87	1.0	1.0	1.0
2157	5	4184	1.0	1.0	1.0
100	5	519	1.0	1.0	1.0
549	5	1438	1.0	1.0	1.0
2652	5	5040	1.0	1.0	1.0
1362	5	8292	1.0	1.0	1.0
660	5	2632	1.0	1.0	1.0
936	5	3912	1.0	1.0	1.0
14	5	267	1.0	1.0	1.0
1725	5	474	1.0	1.0	1.0
608	5	3026	1.0	1.0	1.0
303	5	2136	1.0	1.0	1.0
3174	5	161	1.0	1.0	1.0
576	5	1391	1.0	1.0	1.0
902	5	2644	1.0	1.0	1.0
1470	5	2963	1.0	1.0	1.0
1215	5	2442	1.0	1.0	1.0
2276	5	872	1.0	1.0	1.0
2093	5	903	1.0	1.0	1.0
1471	5	2067	1.0	1.0	1.0
100	5	5127	1.0	1.0	1.0
695	5	4658	1.0	1.0	1.0
1193	5	5332	1.0	1.0	1.0
2381	5	194	1.0	1.0	1.0
291	5	4843	1.0	1.0	1.0
847	5	2686	1.0	1.0	1.0
1763	5	161	1.0	1.0	1.0
2986	5	2410	1.0	1.0	1.0
1836	5	190	1.0	1.0	1.0
1517	5	87	1.0	1.0	1.0
138	5	39	1.0	1.0	1.0
587	5	4594	1.0	1.0	1.0
428	5	3051	1.0	1.0	1.0
360	5	87	1.0	1.0	1.0
610	5	3532	1.0	1.0	1.0
667	5	2358	1.0	1.0	1.0
1889	5	856	1.0	1.0	1.0
233	5	1993	1.0	1.0	1.0
440	5	3244	1.0	1.0	1.0
1848	5	7502	1.0	1.0	1.0
1210	5	577	1.0	1.0	1.0
734	5	222	1.0	1.0	1.0
721	5	3574	1.0	1.0	1.0
266	5	5973	1.0	1.0	1.0
587	5	5720	1.0	1.0	1.0
914	5	1967	1.0	1.0	1.0
2057	5	7760	1.0	1.0	1.0
1052	5	923	1.0	1.0	1.0
917	5	519	1.0	1.0	1.0
3119	5	560	1.0	1.0	1.0
889	5	194	1.0	1.0	1.0
517	5	5340	1.0	1.0	1.0
782	5	345	1.0	1.0	1.0
1357	5	2029	1.0	1.0	1.0
64	5	1403	1.0	1.0	1.0
1613	5	1289	1.0	1.0	1.0
1077	5	345	1.0	1.0	1.0
1218	5	940	1.0	1.0	1.0
480	5	742	1.0	1.0	1.0
553	5	4759	1.0	1.0	1.0
228	5	87	1.0	1.0	1.0
957	5	222	1.0	1.0	1.0
1106	5	87	1.0	1.0	1.0
1055	5	87	1.0	1.0	1.0
805	5	4158	1.0	1.0	1.0
517	5	1132	1.0	1.0	1.0
610	5	1028	1.0	1.0	1.0
752	5	946	1.0	1.0	1.0
501	5	1284	1.0	1.0	1.0
479	5	634	1.0	1.0	1.0
2020	5	1484	1.0	1.0	1.0
610	5	6939	1.0	1.0	1.0
1979	5	3802	1.0	1.0	1.0
1641	5	87	1.0	1.0	1.0
834	5	1289	1.0	1.0	1.0
1639	5	4985	1.0	1.0	1.0
667	5	2628	1.0	1.0	1.0
2597	5	3656	1.0	1.0	1.0
1961	5	4001	1.0	1.0	1.0
324	5	1014	1.0	1.0	1.0
467	5	7870	1.0	1.0	1.0
695	5	2747	1.0	1.0	1.0
1757	5	1447	1.0	1.0	1.0
753	5	500	1.0	1.0	1.0
1218	5	2278	1.0	1.0	1.0
247	5	4575	1.0	1.0	1.0
1956	5	171	1.0	1.0	1.0
2350	5	1132	1.0	1.0	1.0
1641	5	2590	1.0	1.0	1.0
162	5	4306	1.0	1.0	1.0
847	5	1132	1.0	1.0	1.0
264	5	2237	1.0	1.0	1.0
760	5	161	1.0	1.0	1.0
1127	5	171	1.0	1.0	1.0
480	5	3897	1.0	1.0	1.0
666	5	171	1.0	1.0	1.0
26	5	7375	1.0	1.0	1.0
973	5	2143	1.0	1.0	1.0
2534	5	1284	1.0	1.0	1.0
133	5	1248	1.0	1.0	1.0
805	5	2963	1.0	1.0	1.0
1204	5	3612	1.0	1.0	1.0
233	5	4891	1.0	1.0	1.0
1215	5	1431	1.0	1.0	1.0
247	5	222	1.0	1.0	1.0
154	5	267	1.0	1.0	1.0
901	5	5842	1.0	1.0	1.0
526	5	171	1.0	1.0	1.0
88	5	1076	1.0	1.0	1.0
957	5	217	1.0	1.0	1.0
266	5	4424	1.0	1.0	1.0
1174	5	6541	1.0	1.0	1.0
2249	5	1391	1.0	1.0	1.0
847	5	3709	1.0	1.0	1.0
52	5	7881	1.0	1.0	1.0
918	5	87	1.0	1.0	1.0
902	5	2011	1.0	1.0	1.0
264	5	3600	1.0	1.0	1.0
1092	5	6396	1.0	1.0	1.0
2539	5	87	1.0	1.0	1.0
233	5	3454	1.0	1.0	1.0
660	5	3154	1.0	1.0	1.0
1422	5	3166	1.0	1.0	1.0
247	5	1577	1.0	1.0	1.0
1398	5	1076	1.0	1.0	1.0
1457	5	2912	1.0	1.0	1.0
1991	5	447	1.0	1.0	1.0
1633	5	4275	1.0	1.0	1.0
553	5	5427	1.0	1.0	1.0
2139	5	1566	1.0	1.0	1.0
957	5	5040	1.0	1.0	1.0
1218	5	2971	1.0	1.0	1.0
1496	5	1844	1.0	1.0	1.0
476	5	712	1.0	1.0	1.0
1218	5	513	1.0	1.0	1.0
337	5	946	1.0	1.0	1.0
695	5	2026	1.0	1.0	1.0
994	5	5686	1.0	1.0	1.0
1216	5	3442	1.0	1.0	1.0
133	5	7106	1.0	1.0	1.0
834	5	2410	1.0	1.0	1.0
2019	5	87	1.0	1.0	1.0
642	5	2767	1.0	1.0	1.0
191	5	1844	1.0	1.0	1.0
563	5	1913	1.0	1.0	1.0
877	5	1152	1.0	1.0	1.0
2639	5	6831	1.0	1.0	1.0
2224	5	284	1.0	1.0	1.0
2247	5	39	1.0	1.0	1.0
258	5	1391	1.0	1.0	1.0
973	5	345	1.0	1.0	1.0
1210	5	87	1.0	1.0	1.0
52	5	4421	1.0	1.0	1.0
440	5	284	1.0	1.0	1.0
603	5	345	1.0	1.0	1.0
0	5	1774	1.0	1.0	1.0
1443	5	87	1.0	1.0	1.0
899	5	2425	1.0	1.0	1.0
1020	5	7730	1.0	1.0	1.0
660	5	2425	1.0	1.0	1.0
480	5	2616	1.0	1.0	1.0
1276	5	87	1.0	1.0	1.0
608	5	1028	1.0	1.0	1.0
228	5	2427	1.0	1.0	1.0
26	5	190	1.0	1.0	1.0
1823	5	5663	1.0	1.0	1.0
692	5	1755	1.0	1.0	1.0
973	5	2785	1.0	1.0	1.0
321	5	3450	1.0	1.0	1.0
747	5	1910	1.0	1.0	1.0
9	5	3873	1.0	1.0	1.0
1493	5	1132	1.0	1.0	1.0
2239	5	1700	1.0	1.0	1.0
2350	5	985	1.0	1.0	1.0
553	5	2667	1.0	1.0	1.0
583	5	1580	1.0	1.0	1.0
891	5	3125	1.0	1.0	1.0
61	5	2590	1.0	1.0	1.0
1836	5	629	1.0	1.0	1.0
693	5	2494	1.0	1.0	1.0
1084	5	1977	1.0	1.0	1.0
348	5	4429	1.0	1.0	1.0
0	5	3803	1.0	1.0	1.0
114	5	171	1.0	1.0	1.0
752	5	5243	1.0	1.0	1.0
1092	5	831	1.0	1.0	1.0
553	5	5620	1.0	1.0	1.0
587	5	1152	1.0	1.0	1.0
79	5	1152	1.0	1.0	1.0
1257	5	2892	1.0	1.0	1.0
1339	5	3041	1.0	1.0	1.0
405	5	6012	1.0	1.0	1.0
1337	5	87	1.0	1.0	1.0
247	5	992	1.0	1.0	1.0
1496	5	1028	1.0	1.0	1.0
1112	5	5608	1.0	1.0	1.0
102	5	3732	1.0	1.0	1.0
384	5	5012	1.0	1.0	1.0
464	5	4888	1.0	1.0	1.0
1148	5	161	1.0	1.0	1.0
1496	5	3351	1.0	1.0	1.0
862	5	1324	1.0	1.0	1.0
1631	5	190	1.0	1.0	1.0
1114	5	2255	1.0	1.0	1.0
103	5	2148	1.0	1.0	1.0
574	5	1425	1.0	1.0	1.0
707	5	1196	1.0	1.0	1.0
724	5	6719	1.0	1.0	1.0
917	5	577	1.0	1.0	1.0
1225	5	87	1.0	1.0	1.0
1704	5	194	1.0	1.0	1.0
816	5	194	1.0	1.0	1.0
360	5	1196	1.0	1.0	1.0
1143	5	985	1.0	1.0	1.0
790	5	87	1.0	1.0	1.0
2753	5	7848	1.0	1.0	1.0
1108	5	222	1.0	1.0	1.0
2816	5	1132	1.0	1.0	1.0
724	5	1454	1.0	1.0	1.0
2897	5	87	1.0	1.0	1.0
1128	5	6471	1.0	1.0	1.0
760	5	923	1.0	1.0	1.0
642	5	2311	1.0	1.0	1.0
4016	5	3600	1.0	1.0	1.0
1616	5	87	1.0	1.0	1.0
1174	5	3245	1.0	1.0	1.0
3110	5	194	1.0	1.0	1.0
435	5	2267	1.0	1.0	1.0
805	5	1076	1.0	1.0	1.0
1218	5	7223	1.0	1.0	1.0
893	5	2683	1.0	1.0	1.0
779	5	5884	1.0	1.0	1.0
1455	5	4872	1.0	1.0	1.0
1218	5	2644	1.0	1.0	1.0
22	5	6193	1.0	1.0	1.0
264	5	2990	1.0	1.0	1.0
1335	5	1152	1.0	1.0	1.0
133	5	1250	1.0	1.0	1.0
1244	5	87	1.0	1.0	1.0
2729	5	2143	1.0	1.0	1.0
638	5	87	1.0	1.0	1.0
1531	5	2333	1.0	1.0	1.0
501	5	1384	1.0	1.0	1.0
667	5	1814	1.0	1.0	1.0
1740	5	2892	1.0	1.0	1.0
847	5	623	1.0	1.0	1.0
464	5	194	1.0	1.0	1.0
866	5	2963	1.0	1.0	1.0
82	5	1294	1.0	1.0	1.0
1569	5	87	1.0	1.0	1.0
464	5	4512	1.0	1.0	1.0
553	5	1655	1.0	1.0	1.0
1092	5	1533	1.0	1.0	1.0
987	5	519	1.0	1.0	1.0
1128	5	1377	1.0	1.0	1.0
805	5	2553	1.0	1.0	1.0
290	5	6125	1.0	1.0	1.0
668	5	190	1.0	1.0	1.0
1710	5	1132	1.0	1.0	1.0
642	5	2178	1.0	1.0	1.0
1531	5	4297	1.0	1.0	1.0
14	5	3808	1.0	1.0	1.0
102	5	3874	1.0	1.0	1.0
1364	5	2642	1.0	1.0	1.0
847	5	6688	1.0	1.0	1.0
814	5	2489	1.0	1.0	1.0
757	5	1391	1.0	1.0	1.0
1889	5	946	1.0	1.0	1.0
102	5	1061	1.0	1.0	1.0
442	5	4985	1.0	1.0	1.0
1785	5	8453	1.0	1.0	1.0
550	5	7232	1.0	1.0	1.0
982	5	194	1.0	1.0	1.0
2639	5	1577	1.0	1.0	1.0
2597	5	2892	1.0	1.0	1.0
264	5	2282	1.0	1.0	1.0
805	5	1431	1.0	1.0	1.0
834	5	519	1.0	1.0	1.0
715	5	222	1.0	1.0	1.0
1341	5	3600	1.0	1.0	1.0
479	5	8271	1.0	1.0	1.0
264	5	1188	1.0	1.0	1.0
1396	5	905	1.0	1.0	1.0
385	5	87	1.0	1.0	1.0
1433	5	284	1.0	1.0	1.0
0	5	222	1.0	1.0	1.0
1470	5	3244	1.0	1.0	1.0
464	5	6746	1.0	1.0	1.0
1210	5	509	1.0	1.0	1.0
1889	5	2204	1.0	1.0	1.0
1239	5	5768	1.0	1.0	1.0
747	5	1313	1.0	1.0	1.0
64	5	3356	1.0	1.0	1.0
440	5	1391	1.0	1.0	1.0
2381	5	2320	1.0	1.0	1.0
478	5	171	1.0	1.0	1.0
30	5	267	1.0	1.0	1.0
188	5	171	1.0	1.0	1.0
428	5	87	1.0	1.0	1.0
564	5	87	1.0	1.0	1.0
877	5	1782	1.0	1.0	1.0
2157	5	87	1.0	1.0	1.0
576	5	2691	1.0	1.0	1.0
83	5	422	1.0	1.0	1.0
106	5	806	1.0	1.0	1.0
318	5	8057	1.0	1.0	1.0
14	5	4155	1.0	1.0	1.0
3206	5	3600	1.0	1.0	1.0
1341	5	171	1.0	1.0	1.0
1218	5	678	1.0	1.0	1.0
114	5	314	1.0	1.0	1.0
436	5	7931	1.0	1.0	1.0
847	5	5973	1.0	1.0	1.0
96	5	4896	1.0	1.0	1.0
1477	5	87	1.0	1.0	1.0
2304	5	171	1.0	1.0	1.0
1979	5	8188	1.0	1.0	1.0
1516	5	1076	1.0	1.0	1.0
480	5	1817	1.0	1.0	1.0
1352	5	1284	1.0	1.0	1.0
2307	5	2103	1.0	1.0	1.0
1465	5	1774	1.0	1.0	1.0
1596	5	1132	1.0	1.0	1.0
729	5	5398	1.0	1.0	1.0
1218	5	5098	1.0	1.0	1.0
1060	5	4336	1.0	1.0	1.0
248	5	3868	1.0	1.0	1.0
816	5	5176	1.0	1.0	1.0
1334	5	1294	1.0	1.0	1.0
454	5	1063	1.0	1.0	1.0
2431	5	2275	1.0	1.0	1.0
479	5	190	1.0	1.0	1.0
340	5	222	1.0	1.0	1.0
2304	5	87	1.0	1.0	1.0
321	5	3454	1.0	1.0	1.0
1174	5	391	1.0	1.0	1.0
297	5	6639	1.0	1.0	1.0
721	5	4071	1.0	1.0	1.0
695	5	1377	1.0	1.0	1.0
700	5	2073	1.0	1.0	1.0
576	5	1533	1.0	1.0	1.0
736	5	447	1.0	1.0	1.0
321	5	345	1.0	1.0	1.0
902	5	3588	1.0	1.0	1.0
318	5	2055	1.0	1.0	1.0
360	5	6274	1.0	1.0	1.0
1182	5	4421	1.0	1.0	1.0
454	5	5535	1.0	1.0	1.0
1470	5	8397	1.0	1.0	1.0
148	5	2422	1.0	1.0	1.0
576	5	161	1.0	1.0	1.0
1191	5	3824	1.0	1.0	1.0
351	5	87	1.0	1.0	1.0
2729	5	2311	1.0	1.0	1.0
582	5	634	1.0	1.0	1.0
1723	5	447	1.0	1.0	1.0
1455	5	161	1.0	1.0	1.0
1455	5	1580	1.0	1.0	1.0
1818	5	4043	1.0	1.0	1.0
356	5	161	1.0	1.0	1.0
2729	5	1643	1.0	1.0	1.0
994	5	190	1.0	1.0	1.0
1763	5	87	1.0	1.0	1.0
185	5	2072	1.0	1.0	1.0
1020	5	5787	1.0	1.0	1.0
705	5	2664	1.0	1.0	1.0
695	5	161	1.0	1.0	1.0
1174	5	623	1.0	1.0	1.0
648	5	6012	1.0	1.0	1.0
3110	5	39	1.0	1.0	1.0
1884	5	184	1.0	1.0	1.0
2171	5	3252	1.0	1.0	1.0
957	5	447	1.0	1.0	1.0
4077	5	3803	1.0	1.0	1.0
1984	5	712	1.0	1.0	1.0
1455	5	1512	1.0	1.0	1.0
947	5	1424	1.0	1.0	1.0
1465	5	6547	1.0	1.0	1.0
458	5	2406	1.0	1.0	1.0
19	5	1324	1.0	1.0	1.0
2129	5	3658	1.0	1.0	1.0
769	5	2422	1.0	1.0	1.0
1682	5	1146	1.0	1.0	1.0
476	5	5580	1.0	1.0	1.0
1840	5	87	1.0	1.0	1.0
1471	5	3666	1.0	1.0	1.0
458	5	4424	1.0	1.0	1.0
954	5	1000	1.0	1.0	1.0
1206	5	2103	1.0	1.0	1.0
2201	5	1910	1.0	1.0	1.0
700	5	3198	1.0	1.0	1.0
291	5	171	1.0	1.0	1.0
700	5	2823	1.0	1.0	1.0
1148	5	87	1.0	1.0	1.0
2019	5	2232	1.0	1.0	1.0
4905	5	171	1.0	1.0	1.0
480	5	2026	1.0	1.0	1.0
1918	5	1284	1.0	1.0	1.0
1307	5	3646	1.0	1.0	1.0
1158	5	4335	1.0	1.0	1.0
667	5	1016	1.0	1.0	1.0
2149	5	2152	1.0	1.0	1.0
695	5	4776	1.0	1.0	1.0
1348	5	3004	1.0	1.0	1.0
299	5	345	1.0	1.0	1.0
736	5	492	1.0	1.0	1.0
