569	0	1294	8.229815483
748	0	127	9.668753624
193	0	405	8.444887161
1033	0	1287	9.39225769
316	0	651	9.183725357
1120	0	813	7.925724506
131	0	1674	7.81427145
1277	0	1540	7.850120544
1286	0	2122	9.747567177
868	0	905	7.724767685
254	0	1679	8.259270668
325	0	1969	8.329912186
0	0	2041	9.538726807
424	0	595	9.099434853
121	0	1041	8.835242271
569	0	376	11.0085125
1174	0	606	8.489626884
338	0	728	7.908564568
332	0	844	8.223732948
401	0	1139	7.948607922
257	0	516	8.247870445
890	0	603	7.944863319
226	0	950	7.933981895
1104	0	1483	8.778011322
338	0	1353	8.009309769
160	0	240	8.013374329
226	0	370	8.16490078
1234	0	881	8.006252289
650	0	1489	9.667755127
1141	0	638	8.456077576
8	0	69	7.82602644
648	0	1743	9.596787453
85	0	1301	9.533350945
244	0	1105	7.887705326
627	0	459	11.99151516
316	0	856	8.056875229
530	0	2114	8.218616486
689	0	820	8.22619915
1202	0	439	8.891551018
145	0	180	8.934498787
121	0	1262	8.556158066
1141	0	1009	8.257748604
162	0	1016	8.811387062
66	0	1859	8.384610176
380	0	980	7.796460152
101	0	363	8.035634995
1104	0	127	9.531493187
254	0	1077	7.975378513
552	0	1969	8.482938766
338	0	903	8.134734154
254	0	2122	8.91518116
123	0	1073	10.12946987
1286	0	662	9.539639473
290	0	1210	10.44932556
1120	0	598	8.186738014
369	0	728	7.977686882
369	0	471	8.084161758
689	0	1715	8.067389488
1202	0	848	7.834012985
195	0	2325	7.773949623
594	0	651	8.835242271
827	0	140	8.601843834
206	0	763	8.240764618
239	0	82	8.025463104
101	0	717	9.298768997
552	0	1050	7.755191803
530	0	1633	10.77932549
290	0	1762	8.562133789
627	0	732	8.72941494
343	0	1041	8.733747482
498	0	444	8.457946777
327	0	784	7.951057434
154	0	1961	9.057167053
627	0	1105	7.941160202
547	0	345	8.451125145
648	0	1729	9.430150032
8	0	1518	8.806674957
252	0	58	8.152526855
509	0	1474	8.222867012
547	0	2119	8.739024162
12	0	524	7.852971077
33	0	387	8.046225548
332	0	2338	9.541456223
641	0	1235	8.963860512
22	0	792	8.661574364
656	0	97	9.792087555
33	0	326	8.186410904
160	0	334	8.794311523
709	0	2271	7.836024284
823	0	1266	10.46436024
509	0	1707	8.078491211
701	0	1544	8.285769463
79	0	1087	9.37874794
193	0	259	8.530322075
377	0	1127	8.479874611
18	0	579	10.51877785
60	0	732	8.409805298
95	0	334	9.32896328
1286	0	1713	8.596286774
316	0	480	10.08968258
145	0	1	7.790962696
1174	0	1601	9.010124207
689	0	1071	12.1618042
890	0	1226	8.139367104
141	0	2161	7.838993549
702	0	445	8.214508057
829	0	622	7.788081646
257	0	2630	9.630952835
1023	0	177	8.675655365
101	0	286	9.583889008
101	0	397	10.05037594
1174	0	122	7.718278408
16	0	717	9.746573448
523	0	581	8.655660629
164	0	869	8.266010284
18	0	1147	7.78657341
184	0	1170	9.18999958
748	0	1192	7.743169308
115	0	975	7.785926342
744	0	548	9.10058403
569	0	1762	8.891551018
498	0	1108	9.618412971
757	0	774	8.493254662
325	0	347	7.8017416
855	0	1870	7.72776556
332	0	1059	7.732434273
795	0	1919	7.730463505
701	0	70	8.581932068
509	0	2206	8.411665916
235	0	1753	8.726569176
1104	0	1679	8.960351944
1103	0	1440	11.61028576
159	0	1114	9.628113747
1286	0	414	8.462752342
949	0	496	7.739799976
1234	0	1834	8.278896332
530	0	112	9.338058472
418	0	1253	7.731936455
136	0	588	7.755692482
823	0	532	10.47257233
254	0	722	7.726964951
612	0	422	9.272453308
150	0	670	8.113505363
39	0	681	7.767446995
431	0	999	7.890349388
1158	0	1351	9.560388565
690	0	531	8.775609016
331	0	17	8.309911728
290	0	1118	9.156406403
31	0	1109	8.945522308
377	0	773	7.86904335
252	0	1317	10.38745308
338	0	1557	10.24452305
594	0	2067	7.832529545
1152	0	1351	9.35576725
95	0	1076	8.09612751
221	0	1916	8.671056747
231	0	9	7.835456848
141	0	1149	8.391452789
79	0	1842	8.346931458
154	0	531	9.622179031
393	0	1235	10.27062702
252	0	1838	10.97265244
66	0	41	10.08195782
16	0	2383	8.341547012
994	0	833	7.821671009
338	0	1503	8.193245888
1277	0	1659	12.06260967
960	0	1860	8.31024456
239	0	859	8.68159771
276	0	980	7.837172508
160	0	1634	8.444497108
160	0	1536	8.033958435
641	0	704	9.385182381
429	0	1243	9.788721085
91	0	1159	8.485699654
1158	0	854	9.926026344
835	0	2243	7.95472002
648	0	1666	9.091572762
620	0	1851	8.43970871
380	0	3081	7.972907066
868	0	1483	10.13197994
890	0	1368	8.510215759
823	0	1465	9.846404076
823	0	1049	9.05207634
162	0	1618	7.778802872
937	0	1674	8.134195328
329	0	50	8.338886261
333	0	1264	7.897192478
8	0	1775	9.818234444
648	0	856	8.676941872
523	0	82	8.255579948
173	0	1740	12.11074257
509	0	1840	8.515097618
650	0	1267	7.885286331
960	0	869	7.753226757
890	0	337	7.769670486
469	0	233	9.039539337
627	0	2114	8.107134819
252	0	194	8.571801186
554	0	1287	8.84351635
569	0	90	8.64901638
1202	0	69	7.729812622
145	0	153	10.21752071
329	0	228	11.89624405
68	0	817	8.920248032
29	0	657	8.318270683
937	0	846	8.383187294
1033	0	961	9.106501579
1120	0	1173	8.966860771
1103	0	1708	9.479453087
195	0	793	9.793209076
91	0	1596	7.808939934
123	0	334	8.997385025
520	0	727	10.65879917
176	0	1713	8.765486717
257	0	1845	10.22326946
123	0	1911	8.818092346
585	0	846	8.19767189
257	0	1423	8.298682213
325	0	1262	8.06313324
150	0	1563	8.438537598
1186	0	293	9.265670776
623	0	847	7.948358059
429	0	1231	8.117520332
855	0	430	8.003205299
689	0	1870	8.394743919
835	0	34	7.965348721
547	0	67	8.459383965
933	0	262	8.313523293
1028	0	817	8.306266785
393	0	1020	8.855220795
835	0	478	8.976857185
276	0	1842	8.584839821
795	0	894	7.808582306
369	0	1859	8.126581192
1254	0	112	9.678401947
612	0	1820	10.03380013
282	0	1809	8.195606232
60	0	262	8.713685989
1204	0	1301	8.598835945
105	0	323	9.571295738
369	0	2448	7.727921009
332	0	2378	8.020978928
401	0	930	8.700375557
316	0	1483	9.670597076
937	0	305	7.815572262
868	0	1020	8.975101471
541	0	1093	8.351423264
95	0	1809	8.365119934
91	0	674	7.990343094
648	0	397	9.265670776
541	0	1223	7.733059883
343	0	344	11.53215408
95	0	359	8.555725098
612	0	2311	7.88831234
520	0	799	7.976527214
1174	0	1049	8.759990692
1225	0	493	9.544267654
994	0	696	10.58025169
469	0	1124	8.030063629
353	0	3321	7.852597237
221	0	616	10.71565914
770	0	1670	7.891164303
333	0	595	8.572193146
338	0	1757	8.482938766
723	0	1727	8.142144203
949	0	1713	9.373381615
29	0	1575	9.061590195
1120	0	56	9.458240509
757	0	2536	7.877040863
257	0	629	8.511802673
530	0	1715	7.931632519
321	0	589	8.943202972
672	0	1743	9.656439781
115	0	2237	8.727462769
353	0	236	9.454879761
18	0	1164	8.967430115
173	0	2400	7.822567463
429	0	819	7.960407734
252	0	588	8.166563034
723	0	738	8.095407486
162	0	1779	7.937073231
171	0	1150	8.049788475
498	0	976	9.582070351
152	0	394	9.050868034
325	0	20	7.792527676
1366	0	315	8.240142822
193	0	196	10.20597744
171	0	1866	7.997831345
176	0	848	7.766470909
380	0	1149	7.898043156
257	0	745	8.794771194
176	0	871	8.598835945
960	0	762	7.921631336
890	0	17	8.853106499
835	0	1253	8.318601608
429	0	756	7.865603924
12	0	1287	9.216844559
418	0	439	9.217571259
193	0	48	8.267553329
835	0	881	8.155674934
162	0	1915	9.571295738
226	0	1121	8.319940567
272	0	1322	7.944011211
162	0	146	8.58360672
1023	0	715	7.793761253
509	0	2211	10.53802109
650	0	1467	8.082818031
292	0	1678	8.115651131
189	0	1269	9.065378189
159	0	258	7.757002354
244	0	296	8.220129967
464	0	228	12.25794888
530	0	1220	9.743404388
612	0	624	7.859824181
1158	0	222	8.3402071
160	0	1600	7.908142567
329	0	490	8.778524399
290	0	1674	7.747902393
1152	0	677	8.765006065
509	0	306	8.033495903
702	0	1153	8.372219086
823	0	2539	8.422232628
418	0	1612	8.033958435
204	0	142	8.570113182
623	0	2399	7.776616096
136	0	1013	9.912101746
498	0	1221	10.91499233
1286	0	1048	7.863047123
744	0	1911	9.183725357
1103	0	444	8.383187294
85	0	670	8.278896332
1204	0	1197	8.370457649
332	0	557	8.108722687
353	0	3044	8.558712959
594	0	143	8.560025215
164	0	936	9.974785805
278	0	1670	7.975378513
91	0	1308	8.770991325
949	0	203	8.198791504
757	0	2245	8.227087975
193	0	87	8.037684441
795	0	2241	7.923390865
131	0	682	9.607085228
369	0	1634	8.771507263
701	0	274	8.15653038
369	0	674	7.765807152
1151	0	268	8.535351753
748	0	722	7.847632408
1103	0	129	8.044020653
627	0	1544	8.687847137
162	0	559	9.488476753
594	0	2539	7.732105732
91	0	599	11.01085281
582	0	732	8.820688248
827	0	46	7.913375378
0	0	894	8.018816948
520	0	1137	8.518698692
160	0	950	8.000403404
464	0	1392	8.157956123
541	0	1859	8.148674965
22	0	70	8.755068779
1141	0	169	7.747075558
338	0	1365	8.665158272
89	0	283	10.99705219
244	0	1708	9.019087791
702	0	387	8.410921097
95	0	1048	8.176457405
464	0	2969	7.792527676
689	0	616	11.21479321
